;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Median Age;Coastal Locations
1883;Cavalinha, Olhão;250.000;2.0;2.0;57.0;;;;Not available;True;False;False;False;46,2;True
1884;Fermentões, Braga;125.000;1.0;1.0;48.0;64.0;1.0;0.0;Not available;True;False;False;True;44,4;False
1885;Francelos, Vila Nova de Gaia;325.000;2.0;2.0;112.0;166.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;46,8;False
1886;Monte Gordo, Faro;190.000;1.0;1.0;41.0;51.0;;;Not available;True;False;False;False;45,7;True
1887;São Gonçalo de Lagos, Faro;387.000;3.0;2.0;78.0;78.0;;;Not available;True;False;False;False;45,7;True
1888;Malveira, Mafra;315.000;3.0;3.0;131.0;148.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;43,8;False
1889;Marvila, Lisboa;260.000;1.0;1.0;66.0;66.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
1890;Santa Marinha e São Pedro da Afurada, Porto;470.000;2.0;2.0;86.0;131.0;1.0;3.0;Not available;True;False;True;True;47;True
1891;Alcochete, Setúbal;630.000;4.0;4.0;203.0;296.0;2.0;2.0;Not available;True;False;True;True;44,8;False
1892;Alto do Seixalinho, Santo André e Verderena, Setúbal;150.000;2.0;1.0;70.0;76.0;;;Not available;True;False;True;True;44,9;False
1893;São Cosme Zona 2, Gondomar;256.000;2.0;2.0;89.0;109.0;1.0;6.0;Energy Performance Certificate;False;False;True;False;47,1;False
1894;Cacém e São Marcos, Lisboa;190.000;3.0;1.0;65.0;75.0;;;Not available;True;True;True;True;44,8;False
1895;Costa de Caparica, Almada;200.000;1.0;1.0;52.0;55.0;;;Not available;True;False;True;False;46,3;False
1896;Beato, Lisboa;269.000;3.0;1.0;60.0;;;;Not available;True;True;True;True;44,8;False
1897;Almancil, Loulé;260.000;2.0;1.0;97.0;114.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;46,9;False
1898;Baixa da Banheira e Vale da Amoreira, Setúbal;119.500;2.0;1.0;55.0;88.0;;;Not available;True;False;True;True;46,6;False
1899;Alto do Forno, Figueira da Foz;140.000;2.0;1.0;78.0;78.0;0.0;5.0;Energy Performance Certificate;False;False;False;False;50,9;True
1900;Alvalade, Lisboa;429.000;2.0;1.0;71.0;91.0;1.0;2.0;Not available;False;True;True;True;44,8;False
1901;Golden Club, Tavira;140.000;0.0;1.0;26.0;33.0;;;Not available;True;False;False;False;51,2;True
1902;Leça do Balio, Matosinhos;238.000;2.0;2.0;102.0;100.0;1.0;2.0;Energy Performance Certificate;False;False;True;False;47,5;False
1903;Águas Santas, Porto;361.000;3.0;3.0;136.0;155.0;2.0;4.0;Not available;True;False;True;True;47;True
1904;Atibá, Cascais;380.000;3.0;2.0;126.0;133.0;2.0;1.0;Not available;True;False;False;False;46,9;True
1905;Termas de São Vicente, Porto;Under Consultation;2.0;1.0;96.0;127.0;1.0;3.0;Not available;True;False;True;True;47;True
1906;Amora, Setúbal;219.900;3.0;1.0;104.0;104.0;0.0;2.0;Not available;True;False;True;True;46,6;False
1907;Fânzeres e São Pedro da Cova, Porto;Under Consultation;3.0;2.0;122.0;162.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;47;True
1908;Casal De Matos, Leiria;249.000;3.0;2.0;107.0;130.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;46,4;False
1909;Mem Martins, Sintra;Under Consultation;2.0;1.0;81.0;74.0;1.0;;Not available;True;False;False;False;43,7;False
1910;São João da Madeira, Aveiro;265.000;2.0;2.0;123.0;126.0;2.0;0.0;Not available;True;False;False;False;47;True
1911;Seia, São Romão e Lapa dos Dinheiros, Guarda;138.000;3.0;2.0;123.0;144.0;1.0;3.0;Not available;True;False;False;False;49,6;False
1912;Avanca, Estarreja;158.000;2.0;1.0;142.0;159.0;1.0;1.0;Not available;True;False;False;False;48;False
1913;Linda-a-Velha, Oeiras;296.000;2.0;1.0;65.0;65.0;;;Not available;True;False;False;False;46,5;False
1914;Algés, Oeiras;265.000;1.0;2.0;52.0;57.0;;;Not available;True;False;False;False;46,5;False
1915;Virtudes, Porto;990.000;2.0;3.0;144.0;;;;Not available;True;False;True;True;47;True
1916;Estreito de Câmara de Lobos, Ilha da Madeira;250.000;2.0;2.0;121.0;136.0;1.0;1.0;Not available;True;False;False;False;42,4;False
1917;Caniço, Ilha da Madeira;190.000;1.0;1.0;66.0;79.0;1.0;-2.0;Not available;True;False;False;False;;False
1918;Covilhã, Covilhã;Under Consultation;3.0;2.0;108.0;135.0;2.0;5.0;Energy Performance Certificate;False;False;False;False;52;False
1919;Viseu, Viseu;265.000;3.0;3.0;87.0;58.0;2.0;3.0;Not available;True;False;False;False;46,9;False
1920;Odivelas, Lisboa;420.000;3.0;3.0;101.0;121.0;1.0;6.0;Energy Performance Certificate;False;True;True;True;44,8;False
1921;Jardim de Cima, Santarém;Under Consultation;3.0;2.0;115.0;115.0;1.0;;Not available;True;False;False;False;48,3;False
1922;Linda-a-velha, Oeiras;240.000;2.0;1.0;74.0;78.0;;;Not available;True;False;False;False;46,5;False
1923;Olivais, Lisboa;229.000;2.0;1.0;50.0;50.0;;;Not available;True;True;True;True;44,8;False
1924;Damaia de Baixo, Amadora;159.900;1.0;1.0;42.0;48.0;;;Not available;True;False;True;True;44,1;False
1925;Valpaços e Sanfins, Vila Real;133.000;3.0;2.0;130.0;153.0;1.0;0.0;Not available;True;False;False;False;59,8;False
1926;Carvalhido, Porto;145.000;1.0;1.0;43.0;43.0;;;Not available;True;False;True;True;47;True
1927;Madragoa, Lisboa, Lisboa;359.000;2.0;1.0;60.0;60.0;;;Not available;True;True;True;True;44,8;False
